"name","wkt"
"アビアントット","POINT (134.844426 35.556541)"
"コメダ珈琲浜松原島店","POINT (137.771489 34.732279)"
"Starbucks","POINT (136.89208 35.02025)"
"cafe kukka","POINT (137.1938297 34.825106)"
"cafe INFINI","POINT (139.642993 35.626217)"
"Plaine coffee","POINT (139.337202 35.660115)"
"コメダコーヒー古河三杉町店","POINT (139.718614 36.203589)"
"本町二丁目玉川コーヒー店","POINT (133.181708 33.921971)"
"Sweets Atelier 5399","POINT (139.63942 35.6201544)"
"スターバックス","POINT (130.298977 33.238743)"
"25番地","POINT (140.874616 42.463475)"
"カサデラムジカ","POINT (137.028776 36.73138)"
"サニーサイド高槻岡本店","POINT (135.5929521 34.8517911)"
"Sirara","POINT (135.7360978 35.0066279)"
"Green Beans Parlor","POINT (135.507048 34.665364)"
"ウエストロード","POINT (134.005371 34.740167)"
"猿楽珈琲","POINT (139.60248 35.423676)"
"やなか珈琲店赤羽店","POINT (139.722227 35.77687)"
"TSUKIKOYA 中華街店","POINT (139.648239 35.441781)"
"MICHELLE","POINT (139.6510042 35.8611156)"
"横浜元町珈琲","POINT (139.6472678 35.4294861)"
"カルディコーヒーファーム ゆめタウン広島店","POINT (132.463786 34.376146)"
"望雁","POINT (136.04483 35.441182)"
"ドトールコーヒーショップ 南行徳店","POINT (139.901932 35.672036)"
"ボン珈琲店","POINT (136.748739 35.300999)"
"スターバックス","POINT (130.430413 33.657616)"
"ドトールコーヒーショップ 羽村店","POINT (139.316455 35.758187)"
"日比谷焙煎珈琲","POINT (139.7597783 35.6738737)"
"Starbucks","POINT (130.42892 33.65707)"
"高倉町珈琲大宮店","POINT (139.637162 35.901694)"
"茶房 なかじま","POINT (139.607983 35.685417)"
"サンフラワー","POINT (135.644219 34.693818)"
"スターバックス","POINT (140.877264 38.214112)"
"支留比亜珈琲店多治見太平店","POINT (137.111339 35.33669)"
"茶房 なかしまや","POINT (136.719495 35.181421)"
"Basking Coffee","POINT (130.4362589 33.645595)"
"コナズ珈琲神奈川綾瀬","POINT (139.430542 35.431992)"
"Tap Tips","POINT (136.579419 35.014945)"
"星乃珈琲店 カリーノ江坂店","POINT (135.49642 34.759119)"
"スターバックス","POINT (135.648466 34.815544)"
"スターバックス","POINT (140.508806 39.438534)"
"picnic","POINT (130.710144 32.807174)"
"よつば珈琲店","POINT (136.812727 35.332858)"
"大小屋","POINT (136.0622194 34.8867369)"
"Starbucks","POINT (139.78072 35.67942)"
"珈琲香房純心","POINT (136.864768 35.239569)"
"珈琲豆のイヅツヤ","POINT (136.9486195 35.1214487)"
"Blacksmith Coffee/fuigo","POINT (139.0667814 36.37322)"
"るぱん白土店","POINT (137.018933 35.102449)"
"星乃珈琲店片瀬店","POINT (139.486277 35.321606)"
"アットイーズ東浦和店","POINT (139.68098 35.873042)"
"珈琲屋らんぷ いなべ店","POINT (136.5251787 35.1057794)"
"Cafe&Pancake Moi","POINT (135.4306352 34.8221799)"
"上島珈琲店大森店","POINT (139.727094 35.58818)"
"スターバックス","POINT (138.80632 35.154699)"
"山村珈琲工房","POINT (135.786658 34.87691)"
"あぐろ焙煎珈琲店","POINT (127.674076 26.217279)"
"1969's coffee stand","POINT (131.655266 33.243903)"
"珈琲館北","POINT (135.498001 34.706688)"
"珈琲軽食Blanket","POINT (135.6080469 34.6310214)"
"スカイ&ブルー","POINT (136.674269 36.575586)"
"コメダ珈琲蒲郡競艇場前店","POINT (137.202486 34.822513)"
"JIMLAN COFFEE","POINT (136.829459 35.126511)"
"コメダ珈琲店高知インター店","POINT (133.556447 33.569095)"
"百閒","POINT (140.7338375 41.7890464)"
"金太郎","POINT (139.751591 35.708771)"
"阿同珈琲店","POINT (138.240616 34.873261)"
"スターバックス","POINT (136.285214 35.219386)"
"コメダ珈琲店刈谷駅南口店","POINT (137.006449 34.989999)"
"いもーれ","POINT (140.0332014 35.7381675)"
"グランドクルー","POINT (132.563593 34.244669)"
"珈琲庵","POINT (136.704902 35.445528)"
"石本珈琲","POINT (130.4042352 33.5800219)"
"スターバックスコーヒーふじみ野店","POINT (139.5163291 35.8577231)"
"コメダ珈琲桜台店","POINT (136.943937 35.109399)"
"ドトールコーヒーショップ 会津若松神明通り店","POINT (139.928377 37.496163)"
"きたむら茶屋＆殿さまあんぱん","POINT (141.3740437 40.4572487)"
"小川珈琲クリエイツ和泉府中店","POINT (135.421787 34.486087)"
"オン・ザ・コーナー","POINT (139.7345387 35.7078862)"
"モリバコーヒー 大船店","POINT (139.532782 35.353892)"
"蔵王の森焙煎工房 かみのやま温泉駅前店","POINT (140.27818 38.15265)"
"ひろしげ珈琲倶楽部","POINT (135.1764669 34.3332691)"
"アカリ珈琲","POINT (135.4767724 34.5941879)"
"ノースリンク コーヒーアンドティー 立川ステージガーデン","POINT (139.411868 35.704872)"
"タリーズコーヒーグランデュオ蒲田店","POINT (139.715414 35.562237)"
"コロ家本店","POINT (133.819721 34.308712)"
"BAKESHOP LOTERIE","POINT (140.4628182 36.3670114)"
"KALDI COFFEE FARM","POINT (139.959315 35.707416)"
"珈琲焙煎所 旅の音","POINT (135.7857658 35.0353594)"
"スターバックス","POINT (135.790308 34.725878)"
"アンダーブラフコーヒー","POINT (139.651562 35.432175)"
"珈琲物語","POINT (136.677208 35.446055)"
"Jalk Coffee","POINT (139.6371245 35.6796838)"
"KEN 工房","POINT (133.6910245 35.0869333)"
"KILIG coffee  ｷﾘｸﾞｺｰﾋｰ","POINT (133.53789 33.5610419)"
"Kissazeroichi","POINT (135.6146979 34.6356708)"
"Coffee and Vintage / nido","POINT (142.3743367 43.7614688)"
"ROBSON COFFEE アーツ前橋店","POINT (139.0711923 36.3907414)"
"村松珈琲店","POINT (138.2438529 34.8536741)"
"スターバックス","POINT (140.885475 37.053205)"
"星乃珈琲店仙台吉成店","POINT (140.823853 38.294658)"
"宰府まめや","POINT (130.532099 33.51944)"
"コメダ珈琲店蟹江本町店","POINT (136.798267 35.138708)"
"スターバックス","POINT (139.643534 35.631567)"
"エリントン","POINT (135.51272 34.607808)"
"タリーズコーヒー早大理工店","POINT (139.706821 35.706101)"
"マチヤノオミセ","POINT (136.52252 34.751739)"
"マイウェイ","POINT (139.803878 35.751299)"
"星乃珈琲店岡山今店","POINT (133.898191 34.640811)"
"ベティクロッカーズファクトリー","POINT (132.774929 33.992038)"
"かふぇとばー　犬も歩けば","POINT (135.4986828 34.6814361)"
"珈琲店セラヴィ","POINT (132.768903 33.833207)"
"コナズ珈琲幕張","POINT (140.133 35.605)"
"ハイカラ松","POINT (125.289432 24.788428)"
"Neighbor Coffee Company","POINT (133.8031719 34.4685834)"
"古民家茶屋 ほ","POINT (139.263291 36.001258)"
"むさしの森珈琲富山経堂店","POINT (137.251127 36.690757)"
"カルディコーヒーファーム 札幌桑園店","POINT (141.333751 43.068548)"
"コメダ珈琲店大垣林町店","POINT (136.62164 35.368674)"
"ドトールコーヒーショップ日暮里駅前店","POINT (139.771525 35.728187)"
"AND LIFE cafe","POINT (137.2065489 36.6700964)"
"メイプル","POINT (138.317758 36.690341)"
"尾道浪漫珈琲福屋尾道店","POINT (133.192608 34.404304)"
"Yotteco coffee","POINT (135.492813 34.689114)"
"Moon Factory Coffee","POINT (139.668438 35.642644)"
"フレッシュロースター珈琲問屋静岡店","POINT (138.383986 34.972042)"
"ねこ屋　高茶屋店","POINT (136.4949164 34.6637408)"
"スターバックス","POINT (141.290471 43.07795)"
"コーヒー工房ベリーニ","POINT (131.6768181 32.5078979)"
"Tully's Coffee","POINT (139.618164 35.509415)"
"PocoPoco.coffee.roasters","POINT (139.5299182 35.5736638)"
"スターバックス","POINT (140.161292 39.663113)"
"コルドバ","POINT (137.7250385 34.7427498)"
"家ふぇ まーぶる","POINT (129.641004 32.935157)"
"コメダ珈琲店魚津店","POINT (137.415639 36.824197)"
"コーヒーショップ キャメロット","POINT (139.340803 35.658215)"
"ジャズ生演奏　珈琲専門店テラスドルチェ","POINT (139.7135595 35.5620702)"
"OJ珈琲","POINT (141.304321 43.077491)"
"星乃珈琲店半田店","POINT (136.919044 34.869329)"
"ドトールコーヒーショップ飯田橋神楽坂店","POINT (139.7427092 35.7005742)"
"コメダ珈琲店堺東店","POINT (135.483674 34.572756)"
"珈琲のばん","POINT (136.6342402 36.5297126)"
"マッシュポテト","POINT (139.654886 35.738566)"
"cafe青い鳥","POINT (135.7486438 34.9842092)"
"三河屋珈琲 イオンモール倉敷店","POINT (133.746248 34.603947)"
"ミックスガーデン","POINT (139.716382 35.729529)"
"自家焙煎珈琲さびゆう","POINT (140.175841 35.720823)"
"竹隆庵岡埜本店","POINT (139.78207 35.724852)"
"不二の屋","POINT (134.044773 34.337445)"
"置時計","POINT (135.168839 34.686096)"
"Camblem グリーン珈琲焙煎所　モリシア津田沼店","POINT (140.0191572 35.6898481)"
"ルノアール 歌舞伎座前店","POINT (139.767769 35.668569)"
"Dallmayr・Cafe&Shop","POINT (135.492809 34.69324)"
"吉田珈琲館","POINT (142.388085 43.73566)"
"夢工房咲く・咲く","POINT (140.0293433 40.2126417)"
"Darestore Coffee Roastery","POINT (140.8825001 38.2653265)"
"Kimmy’s Coffee","POINT (130.4470226 33.030355)"
"Kurashiki Coffee","POINT (136.9096646 35.1706538)"
"抱 le four sous les toits","POINT (132.4634365 34.3952816)"
"喫茶 in","POINT (133.920865 34.664027)"
"FREDS CAFE 茨木店","POINT (135.575938 34.81669)"
"カフェダイニング 珈琲と紅茶 とろんと","POINT (136.7927381 35.3914694)"
"コハク","POINT (135.638334 34.810956)"
"スターバックス","POINT (139.012068 36.32272)"
"田崎珈琲","POINT (135.5105871 34.7142096)"
"ドトールコーヒーショップ 上永谷店","POINT (139.572378 35.401204)"
"コナズ珈琲御殿場","POINT (138.924627 35.306303)"
"カフェ ベローチェ 目黒店","POINT (139.713628 35.634098)"
"homeri","POINT (139.723413 35.6881149)"
"KALDI COFFEE FARM","POINT (133.268137 33.954694)"
"オランダ屋高田店","POINT (135.7441573 34.5319329)"
"むさしの森珈琲長野若里店","POINT (138.191097 36.628415)"
"T-テラス 槻","POINT (141.6091944 42.6315806)"
"BASE-1","POINT (131.5412807 33.3890262)"
"コメダ珈琲店 イオンモールかほく店","POINT (136.701407 36.709295)"
"Ishibashi Coffee","POINT (141.5509573 42.62058)"
"Starbucks","POINT (135.62923 34.74622)"
"ダンケ","POINT (134.374824 34.238051)"
"ドトールコーヒーショップ 石神井公園駅前店","POINT (139.606194 35.742995)"
"悟理道珈琲工房","POINT (139.7342009 36.3813143)"
"珈琲館立川南口店","POINT (139.413144 35.696403)"
"タリーズコーヒー春日部駅西口店","POINT (139.7520743 35.9798313)"
"門前茶屋のどか","POINT (131.182037 33.482618)"
"夏ノ庭","POINT (130.3608781 31.6431201)"
"米粉スイーツ＆自家焙煎珈琲 HAN","POINT (130.8540606 33.7028211)"
"T's coffee","POINT (135.5566943 34.4283858)"
"ブエナビスタコーヒークラブ 新辻井店","POINT (134.67825 34.847682)"
"喫茶　神戸屋","POINT (135.6964597 34.3521524)"
"珈琲館籠原店","POINT (139.311297 36.173167)"
"コメダ珈琲 TAKEOUT","POINT (136.88067 35.170191)"
"あけび屋珈琲","POINT (139.136734 35.158525)"
"Cantera","POINT (133.9425631 34.6284157)"
"ひにけに珈琲","POINT (131.458949 34.159098)"
"Starbucks","POINT (139.64184 35.5425)"
"博珈琲","POINT (144.3699492 43.0173005)"
"＠宇夢","POINT (142.4734348 43.8269528)"
"KOːHIːKAN Higashihiroshima","POINT (132.7502938 34.4123949)"
"珈琲館堺筋本町店","POINT (135.507993 34.683733)"
"Fair Attraction's underscore Coffee Stand","POINT (127.7492142 26.2801826)"
"タリーズコーヒーイオンモール福津店","POINT (130.493739 33.753168)"
"Himeji  Coffee  Factory","POINT (134.6761886 34.8484731)"
"コメダ珈琲店熊本合志店","POINT (130.768812 32.862328)"
"ジュエラーズカフェ クーリエ","POINT (139.6629883 35.6434594)"
"タリーズコーヒー 金山総合駅店","POINT (136.901339 35.143492)"
"くんねこcafe","POINT (136.904187 35.279377)"
"ラマサ","POINT (135.692049 34.3554)"
"ドトールコーヒーショップ 伏見桃山駅前店","POINT (135.763963 34.932842)"
"青島珈琲焙煎所","POINT (136.5425484 35.3769579)"
"コメダ珈琲店 神戸伊川谷店","POINT (135.0031715 34.6663572)"
"シャムロック","POINT (136.534436 34.876511)"
"ワンコin食堂","POINT (140.236242 35.36527)"
"焙煎珈琲いずみや","POINT (139.47175 35.7088522)"
"ドトールコーヒーショップ 横浜労災病院店","POINT (139.611418 35.510927)"
"さかい珈琲 ふじみ野店","POINT (139.507601 35.864755)"
"おはぎcafe 福まる","POINT (138.43147 36.319578)"
"SOTO COFFEE by Kuricoffee Project","POINT (140.4620547 36.3800622)"
"とちのき食堂","POINT (138.2127178 36.73569)"
"不思議の国のありす","POINT (141.359759 43.03418)"
"ビックカフナ","POINT (134.110053 34.340213)"
"ハレトキ珈琲","POINT (139.4171906 35.6603647)"
"ブルーボトルコーヒー","POINT (139.728931 35.665069)"
"吉備の国珈琲焙煎所","POINT (133.9292381 34.6627624)"
"茜屋珈琲店駅前店","POINT (138.636859 36.343415)"
"ドトールコーヒーショップ ウイングタウン岡崎店","POINT (137.174883 34.923476)"
"CAFE WOODY W.","POINT (140.628976 36.556095)"
"ふじ尾亭","POINT (136.88632 35.187941)"
"星乃珈琲店姫路広畑店","POINT (134.623064 34.807516)"
"CoffeeRoastery.Slow","POINT (133.501106 34.691072)"
"喫茶らんぷ","POINT (135.1332467 34.2498225)"
"HOKI COFFEE TERRACE 岡崎店","POINT (137.169462 35.013785)"
"ドトールコーヒーショップ 八女店","POINT (130.564087 33.218018)"
"スターバックス","POINT (136.899521 35.168806)"
"前田珈琲高台寺店","POINT (135.77865 34.999112)"
"モリバコーヒー 横浜山下町店","POINT (139.642534 35.444005)"
"野あそび棚","POINT (136.724219 34.465455)"
"焙煎屋警固本店","POINT (130.389531 33.58326)"
"九郎右衛門珈琲","POINT (135.056756 34.631095)"
"Tsuki Coffee Stand","POINT (140.332744 38.246433)"
"コーヒーハウス ショコラ","POINT (135.875597 35.007617)"
"佐野製茶","POINT (138.6334535 35.1906754)"
"ブルーマンデー","POINT (136.649466 36.576407)"
"ファシル","POINT (140.0213047 37.03179)"
"ドトールコーヒーショップ","POINT (139.762047 35.675881)"
"雑貨とcafe ひつじのこや","POINT (139.6243053 35.2311824)"
"珈琲屋101","POINT (136.7332687 35.2780938)"
"レディバード","POINT (130.681679 33.634932)"
"風の街","POINT (135.6855075 34.820465)"
"くうふく kufuku","POINT (139.4691375 35.8992786)"
"蘭豆","POINT (136.634367 36.60769)"
"Souzaemon by takadacoffee","POINT (130.986502 33.9947589)"
"ローストカフェ","POINT (139.5665634 35.477387)"
"ノースリンク コーヒー＆ティー コワーク+ ミッテン府中店","POINT (139.4801532 35.6709452)"
"chotto.coffee","POINT (135.6848377 34.8954056)"
"Rhizome Coffee&Sandwich","POINT (130.9945528 30.7243008)"
"珈琲庵","POINT (136.7779294 35.2000861)"
"タリーズコーヒー 羽田イノベーションシティ店","POINT (139.753291 35.549149)"
"Cono's Coffee","POINT (136.9296447 35.1170753)"
"珈琲なぎさ","POINT (130.558806 31.591518)"
"アミーコ","POINT (139.637813 35.447907)"
"はせがわ珈琲店","POINT (139.45426 36.334676)"
"むさしの森珈琲市原更級公園店","POINT (140.100035 35.50978)"
"スターバックス","POINT (139.502035 35.841001)"
"M_arbré","POINT (139.9116102 35.730948)"
"マルシェ・ドゥ・メトロ","POINT (139.71189 35.665063)"
"夢てらす・みよまつ","POINT (140.313642 35.147617)"
"リバープール","POINT (134.412352 34.220841)"
"ビクトリー","POINT (136.278718 35.355046)"
"Ai_coffee","POINT (137.8600636 36.5050204)"
"珈琲ブブ","POINT (138.804754 37.450801)"
"コメダ珈琲店","POINT (139.72689 36.38615)"
"umemidai coffee","POINT (135.835577 34.71876)"
"ノマド","POINT (141.7739717 43.1704695)"
"CAFE126","POINT (131.2441088 33.9551712)"
"Swing Coffee Stand","POINT (138.8634928 35.09449)"
"Tully's Coffee","POINT (139.900633 35.785188)"
"42195 Coffee","POINT (135.4937467 34.7122733)"
"コメダ珈琲店高速長田駅前店","POINT (135.1509907 34.6673122)"
"珈琲屋らんぷ伊勢店","POINT (136.7197615 34.5066532)"
"石窯パン工房 カンパーニュ","POINT (140.411688 36.360408)"
"喫茶室ルノアール 品川高輪口店","POINT (139.73786 35.630435)"
"Brown Drop","POINT (136.6056867 36.5305042)"
"自家焙煎珈琲ぐっどわん","POINT (139.4684315 36.1385982)"
"サンエトワール 下井草店","POINT (139.625899 35.723612)"
"カルディコーヒーファーム イオンモール沖縄ライカム店","POINT (127.794963 26.314974)"
"タリーズコーヒーアル・プラザ高槻店","POINT (135.616164 34.852051)"
"タワーコーヒー","POINT (134.8793757 34.3461999)"
"コルテ","POINT (135.490787 34.7221801)"
"珈琲黒豆","POINT (137.188349 36.674049)"
"Cafe.K","POINT (136.233907 35.494905)"
"カプリチョ","POINT (137.220488 36.704164)"
"珈琲館 まつちか店","POINT (132.763152 33.835647)"
"カモ井茶房","POINT (133.771464 34.596308)"
"スターバックス","POINT (138.636695 36.341586)"
"Hard Bop Coffee","POINT (136.6186975 34.9573822)"
"アラビカ","POINT (133.340593 34.533956)"
"珈琲屋　きむら","POINT (135.4948663 34.7461596)"
"Starbucks","POINT (135.74605 34.89285)"
"OZO coffee&wine stand","POINT (138.7326878 35.6989253)"
"カリメーラ","POINT (138.222464 36.649565)"
"茶と菓と いい日","POINT (135.3047447 34.7304724)"
"ヤマガラ珈琲","POINT (141.3470992 42.9487528)"
"Viva La Coffee Okinawa","POINT (127.750805 26.373484)"
"上高地あずさ珈琲宝塚店","POINT (135.355566 34.80815)"
"ハンプ","POINT (135.785689 34.636231)"
"シアトルズベストコーヒー池袋サンシャイン60店","POINT (139.719612 35.729026)"
"スターバックス","POINT (137.371667 34.744121)"
"ジュピターコーヒー","POINT (139.758496 35.732607)"
"カラオケ喫茶蛍","POINT (142.3450747 43.7767342)"
"スターバックス","POINT (137.213913 36.700503)"
"神山湧水珈琲","POINT (135.751683 35.059784)"
"ドトールコーヒーショップ 洗足駅前店","POINT (139.69439 35.610283)"
"nof coffee","POINT (139.6015039 35.7016249)"
"かもめ・コーヒーハウス","POINT (139.9798805 37.0217515)"
"苺館","POINT (141.349215 43.077588)"
"Qoffee by riocoffee","POINT (135.4961456 34.6933255)"
"Starbucks","POINT (135.77612 35.00359)"
"Lassiette de VENT SOLEIL","POINT (137.04543 35.416511)"
"rough‐laugh COFFEE","POINT (139.690875 35.636314)"
"Good Souvenir and coffee store","POINT (139.5430022 35.32265)"
"珈琲館・亜耶西大寺店","POINT (135.784188 34.692374)"
"コメダ珈琲店枚方東インター店","POINT (135.717514 34.812683)"
"ファディ山口店","POINT (131.4360936 34.1591886)"
"綾","POINT (138.5968799 36.6226762)"
"Mountain kiosk coffee","POINT (140.699611 42.8617828)"
"ZICOFE COFFEE SHOP","POINT (136.9051948 35.1665975)"
"てぃーだ食堂","POINT (123.97956 24.3394372)"
"倉敷珈琲店","POINT (136.8225126 35.3922115)"
"コメダ珈琲店三軒茶屋店","POINT (139.671438 35.643417)"
"グッドネイバーズコーヒー高松","POINT (134.0586787 34.3007184)"
"葉山珈琲沼津駅前店","POINT (138.861006 35.101272)"
"Muu coffee","POINT (139.3984304 35.4619856)"
"スターバックス","POINT (140.111194 35.802601)"
"タリーズコーヒー小田急マルシェ新百合ケ丘店","POINT (139.50756 35.603851)"
"珈琲工房まきの","POINT (134.3574371 34.0702896)"
"コメダ珈琲店横浜西口北幸店","POINT (139.615019 35.46616)"
"こはくの天使","POINT (134.5965598 33.9615694)"
"MEILI","POINT (139.640678 35.6655168)"
"スターバックス","POINT (140.876887 38.261675)"
"ちえの実‐青森","POINT (140.7693503 40.8059931)"
"アコテ材木座","POINT (139.551275 35.307968)"
"徳山コーヒーボーイ","POINT (136.89672 35.11925)"
"nonびりーの","POINT (141.593323 42.625608)"
"エルマーズグリーン コーヒー アンド ベイクス","POINT (135.506424 34.521721)"
"コーヒーハウス・キャンパス","POINT (135.767128 35.028998)"
"木家珈琲倶楽部","POINT (130.6838847 32.645724)"
"サンエトワール福島駅店","POINT (140.460098 37.755167)"
"コメダ珈琲店九大学研都市店","POINT (130.260152 33.580659)"
"壱番館","POINT (130.304243 33.276484)"
"Ru-we","POINT (141.045455 45.298823)"
"倉式珈琲店 イオンモール木更津店","POINT (139.908212 35.366381)"
"JULES VERNE COFFEE","POINT (139.6440495 35.7052958)"
"マウンテン","POINT (135.6151263 34.8522644)"
"JTRRD 大丸梅田店","POINT (135.496107 34.70144)"
"森の音","POINT (139.6183352 35.9964544)"
"そらだね","POINT (139.8219147 35.720974)"
"上板橋珈琲焙煎所　roastery & coffee bar","POINT (139.6759598 35.7650276)"
"ARROW TREE 京都三条店","POINT (135.770916 35.008865)"
"ブロワ珈琲焙煎所","POINT (139.8397168 34.9793227)"
"NuCUPCOFFEE","POINT (135.7693406 35.0292844)"
"まめてん","POINT (135.602873 34.499251)"
"大福茶屋さわた","POINT (139.3742829 36.2276032)"
"神戸珈琲倶楽部高蔵寺店","POINT (137.047852 35.281629)"
"CafeYamatoあしび","POINT (138.985953 36.349095)"
"ロペ","POINT (134.283278 34.276661)"
"タリーズコーヒー 新宿御苑駅前店","POINT (139.71006 35.688321)"
"Cafe TonTon","POINT (139.363089 35.319328)"
"caffe COVO","POINT (135.4253608 34.8230188)"
"Jonathan Yashio Nishibukuro","POINT (139.825753 35.81789)"
"Tully's Coffee","POINT (137.135606 35.033271)"
"コメダ珈琲店 ミスターマックスおゆみ野店","POINT (140.16107 35.553965)"
"木の実","POINT (139.898128 35.83983)"
"すずめ珈琲","POINT (139.625265 35.736172)"
"コメダ珈琲店","POINT (130.882013 33.886928)"
"季節織工房（ときおりこうぼう）","POINT (139.679296 35.6476368)"
"北上珈琲館","POINT (132.747112 33.855513)"
"スターバックス","POINT (136.971798 35.268194)"
"支留比亜珈琲森林公園通り店","POINT (137.050809 35.222995)"
"yakitatei ヤキタテイ モザイクボックス川西店","POINT (135.413355 34.828467)"
"カフェレストランアランフェス","POINT (140.31279 38.2427799)"
"KALDI COFFEE FARM","POINT (139.716931 35.615179)"
"喫茶P.S","POINT (135.4270972 34.8210131)"
"VERITA coffee lounge","POINT (139.4617551 35.5036526)"
"スターバックス","POINT (131.426102 31.881731)"
"スターバックス","POINT (130.448178 33.596318)"
"Paul's Coffee","POINT (139.5385163 35.8454681)"
"ビーイン","POINT (139.600423 35.704697)"
"コーヒーとワイン アルモニ","POINT (136.22705 36.0713574)"
"Tent10","POINT (135.9476065 35.0001027)"
"チンクエチェント","POINT (135.548529 34.700067)"
"コーヒーとクレープの店 ありす","POINT (139.655176 35.861327)"
"珈琲店Equator","POINT (135.226445 35.0723581)"
"昴珈琲店呉本店","POINT (132.56463 34.244767)"
"コメダ珈琲店松阪花岡店","POINT (136.525166 34.558547)"
"タリーズコーヒー 滑川店","POINT (137.34654 36.754708)"
"Portlandia Cider Bar ＆Cafe","POINT (138.5671131 35.6729623)"
"Park Shop","POINT (130.376247 33.58918)"
"Cado-cafe","POINT (139.2513469 35.3086006)"
"ウッディベア","POINT (138.90223 35.220991)"
"パーラピサ","POINT (131.221974 34.002587)"
"cafe NOVI","POINT (133.142088 35.428681)"
"ぱんだ珈琲店","POINT (139.635938 35.70209)"
"ぺしゃわーる","POINT (139.771831 35.680919)"
"コメダ珈琲店忠次店","POINT (136.918521 35.102533)"
"フジ","POINT (135.186381 34.68329)"
"珈琲工房リバティ　珈琲豆販売店","POINT (138.8810331 36.3842339)"
"多嘉覇嗣","POINT (136.926993 35.353844)"
"スターバックス","POINT (136.969246 35.186831)"
"Pathfinderxnobu","POINT (135.5074628 34.7086225)"
"コメダ珈琲店鹿児島七ツ島店","POINT (130.511531 31.485538)"
"Cotton Candy","POINT (134.6765105 34.854024)"
"JET COFFEE STAND","POINT (130.9510193 33.9992752)"
"スターバックス","POINT (132.962338 34.04374)"
"Natura-Luce","POINT (139.1535509 35.3137244)"
"恵雲堂","POINT (138.713921 35.727172)"
"カイノ","POINT (135.50069 34.656679)"
"TsukiCoffee （TsukiCafe、Koshindo2区）","POINT (140.3334975 38.2760089)"
"コメダ珈琲店 さぬき高松今里店","POINT (134.061734 34.323277)"
"かうひいやしらい","POINT (130.507223 33.320218)"
"自家焙煎珈琲の店　Our House","POINT (133.3841057 34.3853109)"
"珈琲牧場牛久店","POINT (140.144316 35.980073)"
"すぬーぴー","POINT (136.995062 35.111919)"
"土曜日のカフェ","POINT (139.5324159 35.7571557)"
"Tully's Coffee","POINT (130.43092 33.657989)"
"Daily COFFEE SERVICE","POINT (140.87111 38.2648704)"
"コーヒーとおやつ　雑貨と家具　たまうさぎ","POINT (138.0898273 36.0185426)"
"コーヒーハウス チロル","POINT (139.517057 35.770037)"
"珈琲亭駱駝","POINT (139.782841 35.691681)"
"海猫珈琲店","POINT (139.854141 35.211728)"
"喫茶心温","POINT (133.738959 34.67337)"
"コーヒールーム花","POINT (139.194788 36.325359)"
"スターバックス","POINT (141.349803 43.068142)"
"橘珈琲店","POINT (136.6682567 36.5571695)"
"Chomsky Coffee&Library","POINT (136.6713045 36.5544263)"
"ドトールコーヒーショップ PLANT岐阜瑞穂店","POINT (136.67713 35.370323)"
"グロース リング","POINT (136.5607 35.366532)"
"コーヒーファーム","POINT (137.030796 35.18324)"
"深町遠藤文具店","POINT (139.691626 35.666482)"
"スターバックス","POINT (135.599633 34.487724)"
"ドレドレド本店","POINT (135.760952 35.017255)"
"珈琲茶房津和野","POINT (136.9361943 35.1221606)"
"奈良珈琲","POINT (135.798005 34.680546)"
"Houei coffee and store","POINT (140.2971167 35.7625781)"
"北野珈琲","POINT (130.394851 33.552823)"
"珈琲大使館秋葉原店","POINT (139.779395 35.700401)"
"コメダ珈琲店佐倉王子台店","POINT (140.184456 35.726477)"
"伍itsu","POINT (139.7148389 35.6656576)"
"KALDI COFFEE FARM","POINT (135.496177 34.758539)"
"Misecafé","POINT (140.2710062 38.3715472)"
"Mr.Masa COFFEE","POINT (134.8831187 35.3177554)"
"常盤珈琲焙煎所大宮本店","POINT (139.6216706 35.9062603)"
"Cerberus coffee","POINT (133.5504303 33.5667076)"
"珈琲屋らんぷ 岐阜関店","POINT (136.908437 35.49388)"
"Caffe CIELO","POINT (139.703316 35.710006)"
"こちびより cochibiyori","POINT (130.7651308 33.0094356)"
"ビリオン珈琲福知山店","POINT (135.110763 35.298357)"
"山寺風雅の国和風レスラン 馳走舎","POINT (140.436816 38.310185)"
"COFFEE STAND OSAKA EDOBORI blue-Line","POINT (135.4941778 34.6899128)"
"ギャレット ポップコーン ショップス (Garrett Popcorn Shops)","POINT (135.5352618 34.8059515)"
"絵本とコーヒーのパビリオン","POINT (135.822912 34.683444)"
"玄米コーヒー・メモリザ","POINT (135.357446 34.7545368)"
"コモレビコーヒー焙煎所","POINT (135.5480419 34.7063536)"
"星乃珈琲店新座店","POINT (139.564779 35.800384)"
"カロ・ローソ","POINT (138.855836 37.475347)"
"珈琲屋らんぷ 港店","POINT (136.825638 35.112282)"
"KLYN","POINT (139.721099 35.810243)"
"パンダコーヒーロースターズ","POINT (136.915813 35.232526)"
"ボッタ","POINT (125.156456 24.83552)"
"コメダ珈琲久居店","POINT (136.473666 34.681784)"
"オニバスコーヒー 八雲店","POINT (139.671006 35.625923)"
"珈琲家暖香岡崎福岡店","POINT (137.148307 34.900599)"
"スターバックス","POINT (130.426728 33.559188)"
"Starbucks","POINT (139.80405 35.66683)"
"ルナパーク","POINT (140.987448 43.178305)"
"ETHICUS euphrainoo","POINT (138.3914953 34.9774239)"
